restaurant_name,address,zip_code,restaurant_key
QUESADILLA LA REINA DEL SUR INC.,2237 N WESTERN AVE,60647,4879
POKE POKE,1100 W MADISON ST,60607,4880
UNIVERSAL FRUIT MARKET,1940 W 51ST ST,60609,4881
NIU,332 E ILLINOIS ST,60611,4882
VICTOR RIOS,10611 S EWING AVE,60617,4883
SU CASA,49 E ONTARIO ST,60611,4884
Shields ANNEX,4231 S TALMAN AVE,60632,4885
HOWARD BROWN HEALTH CENTER/BROADWAY YOUTH CENTER,1023 W IRVING PARK RD,60613,4886
TAXIMAROA BAKERY,3954 W LAWRENCE AVE,60625,4887
CHIPOTLE MEXICAN GRILL,12747 MIDWAY RD #180,75244,4888
THE HILLCREST OF NORTH DALLAS,18648 HILLCREST RD,75252,4889
HOAGY HOUSE,7116 S YATES BLVD,60649,4890
DAVIS HOUSE,4237 S INDIANA AVE,60653,4891
POLLO CAMPERO -COCKRELL HILL,1703 N COCKRELL HILL RD,75211,4892
PICCOLO MONDO CAFE,1642 E 56TH ST,60637,4893
YAKZIE'S BAR & GRILL,3710 N CLARK ST,60613,4894
LITTLE SCHOLARS LEARNING CENTER,6116 W IRVING PARK RD,60634,4895
"HONEY'S HOAGIES, INC",742 W GARFIELD BLVD,60609,4896
ENCOMIENDAS A HONDURAS,6200 N HIAWATHA AVE,60646,4897
"RIO TACO'S, INC.",3246-3248 W FOSTER AVE,60625,4898
COURTYARD BY MARRIOTT,165 E ONTARIO ST,60611,4899
BABA'S FAMOUS STEAK AND LEMONADE,810 W 59TH ST,60621,4900
POPEYES,6321 N LINCOLN AVE,60659,4901
WENDY'S PROPERTIES LLC,3610 N WESTERN AVE,60618,4902
LATIN AMERICAN MOTORCYCLE ASSOCIATION,3517-3519 W FULLERTON AVE,60647,4903
TAQUERIA EL CHORRITO,6404 N CLARK ST,60626,4904
MOE'S CANTINA,153-155 W KINZIE ST,60654,4905
79TH MINI MART,1642 W 79TH ST,60620,4906
SEOUL GARDEN,2502 ROYAL LN #103,75229,4907
NORTH ITALIA,2301 N AKARD ST #280,75201,4908
PLYMOUTH RESTAURANT,327 S PLYMOUTH CT,60604,4909
TORTORICE'S PIZZA,2101-2103 W IRVIING PARK RD,60618,4910
HONKY TONK BARBEQUE,1800 S RACINE AVE,60608,4911
Irene C. Hernandez Middle School,3510 W 55th ST,60632,4912
WALGREENS #05162,8310 ABRAMS RD,75243,4913
TOM N TOMS,2144 ROYAL LN #100,75234,4914
"RYLON'S SMOKEHOUSE PARTNERS, LLP",67-69 E CERMAK RD,60616,4915
MADO HEALTHCARE-UPTOWN,4621 N RACINE AVE,60640,4916
PANADERIA CELAYA 2,2019 S EDGEFIELD AVE #100,75224,4917
"SODEXHO AMERICA, LLC",1930 S ARCHER AVE,60616,4918
CONVENE,233 S WACKER DR,60606,4919
HOM MALI,417 W NORTH AVE,60610,4920
CARIBBEAN JERK JOINT,1400 E 47TH DR,60653,4921
TAYLOR CENTER FOR NEW EXPERIENCES,1633 N HAMLIN AVE,60647,4922
ALAMO DRAFTHOUSE CINEMAS,3519 N CLARK ST,60657,4923
TARGET,39739 S LBJ FRWY,75237,4924
TACO CABANA #701,4355 W CAMP WISDOM RD,75237,4925
PARADISE BAKERY & CAFE,13710 DALLAS PKWY H-1,75240,4926
DUNCANVILLE MART,4307 DUNCANVILLE RD #120,75236,4927
WING STOP,18101 PRESTON RD 204D,75252,4928
THE JUICE BAR,12050 INWOOD RD #120,75244,4929
NUTRITIONAL PRODUCTS OF TEXAS,3312 N BUCKNER BLVD 205,75228,4930
RACETRAC PETROLEUM #485,3516 N BUCKNER BLVD,75228,4931
CAFE FINO,7522 CAMPBELL RD #108,75248,4932
DAL DONG NAE,11445 EMERALD ST #109,75229,4933
ODELAY,5600 W LOVERS LN #109,75209,4934
WALGREENS #09015,4702 N JIM MILLER RD,75227,4935
GALAPAGOS CAFE,3800 W LAWRENCE AVE,60625,4936
Pritzker,2009 W Schiller ST,60622,4937
INTERNATIONAL SANDWICH SHOP,1 S FRANKLIN ST,60606,4938
LEXI'S,3011 GULDEN LN STE #114,75212,4939
QUIKTRIP #970,5909 W DAVIS ST,75211,4940
CVS PHARMACY #7623,4610 FRANKFORD RD,75252,4941
CVS PHARMACY,18081 PRESTON RD,75231,4942
OMNI HOTEL LOBBY BAR,555 S LAMAR ST #100,75202,4943
CJ'S BILLIARD & SPORTS BAR,4848 MILITARY PKWY #A1,75223,4944
TRIBU CAFFE CORP,3856 N ASHLAND AVE,60613,4945
BREHON PUB,731-733 N WELLS ST,60610,4946
INTELLIGENTSIA COFFEE & TEA INC,53 E RANDOLPH ST,60601,4947
AFC SUSHI@JEWEL-OSCO #3376,370 N DESPLAINES ST,60661,4948
The Albion Manor,1480 W WEBSTER AVE,60614,4949
LIS LIQUOR,5316 W LAWRENCE AVE,60630,4950
PIAZZA BELLA OSTERIA,2114 W ROSCOE ST,60618,4951
CHICKEN PLANET,177 W VAN BUREN ST,60605,4952
"BAJA EXPRESS INN TAQUERIA 1, INC.",11128 S HALSTED ST,60628,4953
FAIRFIELD INN,216 E ONTARIO ST,60611,4954
"NEWPORT ACADEMY, INC.",1819-1825 W NEWPORT AVE,60657,4955
CAFECITO,215 E CHESTNUT ST,60611,4956
iFRATELLI PIZZA,1001 ROSS AVE #122,75202,4957
LA QUINTA INN & SUITES,2421 WALNUT HILL LN,75229,4958
ALDI,2440 W ILLINOIS AVE,75233,4959
ALBERTSON'S #4105 MEAT,4625 FRANKFORD RD,75252,4960
EVA'S CLUB,3609 W ARMITAGE AVE,60647,4961
BAGEL MILLER,125 S CLARK ST,60603,4962
SUGAR MOON,3612 W WRIGHTWOOD AVE,60647,4963
SEAFOOD JUNCTION MARKET,4515 N SHERIDAN RD,60640,4964
JAMBA JUICE,13350 DALLAS PKWY #3373,75240,4965
TACO MAX CANTINA,2808-2810 N HALSTED ST,60657,4966
ARAMARK - CONCOURSE 1 KITCHEN,208 S AKARD ST,75202,4967
"PENINSULA CHICAGO, LLC",108 E SUPERIOR ST,60611,4968
NIGERIAN KITCHEN INCORPORATED,4447 N BROADWAY,60640,4969
CHILDREN'S CENTER INC,12801-12803 S HALSTED ST,60628,4970
TAQUIZAS EL PICHIIZ,5409 W NORTH AVE,60639,4971
EDEN SOUTH SHORE,7156 S DORCHESTER AVE,60619,4972
CARRIBEAN JERK PALACE,3792-94 W 79TH ST,60652,4973
FAMILY DOLLAR,3411 W ADDISON ST,60618,4974
LEZ ENFANTS ACADEMY INC.,7209-7211 S HALSTED ST,60621,4975
AMIE'S AFRICAN KITCHEN AND GRILL,4515 VILLAGE FAIR DR #E4,75224,4976
ABRAMS DELI,9330 LBJ FRWY #100,75231,4977
SAN JACINTO ELEMENTARY,7900 HUME DR,75227,4978
DON JORGE'S COCINA,1436 S BUCKNER BLVD,75217,4979
TOMORROW SEAFOOD & CHICKEN,3200 S LANCASTER RD #742A,75216,4980
EIGHTY TWENTY ROOF BAR,2008 GREENVILLE AVE,75206,4981
PUBLIC SCHOOL #214,3700 MCKINNEY AVE #148,75204,4982
STUDIO MOVIE GRILL,13933 N CENTRAL EXPW,75240,4983
NEVERIA EL REGIO,9334 E RL THORNTON FRWY #B,75228,4984
EL RANCHITO TACOS,2300 S THROOP ST,60608,4985
ROTI MODERN MEDITERRANEAN,1012 W RANDOLPH ST,60607,4986
PARADISE CAJUN SEAFOOD,3636 FRANKFORD RD #300,75287,4987
BURGER KING #16598,3167 N MILWAUKEE AVE,60618,4988
LA PATRONA TAQUERIA,4946 W DIVERSEY AVE,60639,4989
50 50 GROCERY AND BEAUTY ON MADISON,4017 W MADISON ST,60624,4990
TEMPTATIONS EAST,10333 TECHNOLOGY BLVD W,75220,4991
MOXY,530 N LA SALLE DR,60654,4992
Azusa Liquors Inc.,4411-4413 N BROADWAY,60640,4993
COUSCOUS RESTARURANT,1445 W TAYLOR ST,60607,4994
"RAVENSWOOD COMMUNITY DAYCARE, INC.",4908 N DAMEN AVE,60625,4995
TRATTORIA GIANNI,1711 N HALSTED ST,60614,4996
"""ANGELS """"R"""" US KIDZ ACADEMY INC""",3941-3949 S INDIANA AVE,60653,4997
L.G.PINKSTON HIGH SCHOOL,2815 BICKERS ST,75212,4998
HOMEWOOD RESTAURANT,4002 OAK LAWN AVE,75219,4999
7-ELEVEN,11803 PRESTON RD,75230,5000
BOOZY DALLAS,504 N MADISON AVE,75211,5001
MCDONALDS,5722 W LOVERS LN,75209,5002
QUICKWAY FOOD MART,1402 N CARROLL AVE,75204,5003
EL MIGUELENO CAFE,10788 HARRY HINES BLVD B-11A,75220,5004
PIZZA INN,4304 LIVE OAK ST,75204,5005
BARRY'S BOOTCAMP,3600 MCKINNEY AVE #150,75204,5006
DUNKIN DONUTS,1550 W GARFIELD BLVD,60609,5007
RENALDI'S PIZZA,2827 N BROADWAY,60657,5008
GARDEN GOURMET MARKET,1130 N ASHLAND,60622,5009
ARAMARK CHRIST FOR THE NATIONS,350 W KIEST BLVD,75224,5010
DMEN TAP,2849 W BELMONT AVE,60618,5011
THE FLORENTINE,151 W ADAMS ST,60603,5012
SUCH A JERK,1945-1947 W HOWARD ST,60626,5013
FIRE NUTRITION,2230 S KEDZIE AVE,60623,5014
UBER TECHNOLOGIES,2550 PACIFIC AVE FL#10,75216,5015
ARNOLD MIRELES SCHOOL,9000 S EXCHANGE,60617,5016
KIDS ARE US LEARNING CENTER,7453 S VINCENNES AVE,60621,5017
SHANG NOODLE STREETERVILLE,215 E GRAND AVE,60611,5018
DONYA LLC,4738-4746 N KEDZIE AVE,60625,5019
Sunshines Place,2902 W ROOSEVELT RD,60612,5020
ONE AFRICA GROCERY AND KITCHEN,9790 FOREST LN,75243,5021
PIZZA HUT,222 CONTINENTAL AVE,75238,5022
GOLDEN STAR DONUTS,7632 CAMPBELL RD #318,75248,5023
OLD FASHIONED DONUTS,2937 GREENVILLE AVE #190,75206,5024
SOUTHERN MAID DONUTS,655 W ILLINOIS AVE #303,75224,5025
CUCINA 3 INC,4630 N CUMBERLAND AVE,60656,5026
I & J FOOD MART,524 W 71ST ST,60621,5027
BRONZVILLE FINER FOODS,232-234 E 35TH ST,60616,5028
THE FOUNDRY,2303 PITTMAN ST BLDG A & B,75208,5029
HUERTA'S GROCERY STORE,6509 S KEDZIE AVE,60629,5030
LIFE TIME RIVER NORTH AT ONE CHICAGO,15 W CHICAGO AVE,60654,5031
2AM IZAKAYA,2218 N LINCOLN AVE,60614,5032
CHINA CAFE,2300-2302 S WENTWORTH AVE,60616,5033
"BELMONT VILLAGE LINCOLN PARK, LLC",700 W FULLERTON AVE,60614,5034
"WENDY'S PROPERTIES, LLC",242 W GARFIELD BLVD,60609,5035
PANERA BREAD #987,1101 S CANAL ST,60607,5036
CULVER'S OF MIDWAY,6541 S CICERO AVE,60638,5037
KING SWEETS,2308 W DEVON AVE,60659,5038
TIFF'S TREATS,8611 HILLCREST RD #130,75225,5039
TIENDA SANTA ROSA,521 W DAVIS ST,75208,5040
TOM THUMB #2642 DELI,5809 E LOVERS LN,75206,5041
KEMIT ACADEMY INCORPORATED,5106 S DORCHESTER AVE,60615,5042
PERSHING MAGNET SCHOOL,3200 S Calumet (334E),60616,5043
WATERHOUSE TAVERN AND GRILL,3407 N PAULINA ST,60657,5044
SEINYAA INTERNATIONAL FOOD PRODUCT,9790 FOREST LN,75243,5045
AGLAIA COFFEE AND TEA COMPANY,925 W CHICAGO AVE,60642,5046
7-ELEVEN #38484 A,2341 W BELMONT AVE,60618,5047
VANILLE PATTISSERIE,2108 N CLARK ST,60614,5048
THE APPLE MARKET,2345 N CLARK ST,60614,5049
POTBELLY SANDWICH WORKS LLC,1 N LA SALLE ST,60602,5050
PRITZKER COLLEGE PREP,4131 W Cortland ST,60639,5051
POTBELLY SANDWICH WORKS LLC,55 W MONROE ST,60603,5052
THREE EGG MUFFINS,3607 GREENVILLE AVE #B,75206,5053
D'VEGAN,9780 WALNUT ST 360E,75243,5054
"DD DUNHILL HOTEL, LLC DBA VIRGIN",1445 TURTLE CREEK BLVD,75207,5055
WINGSTOP,1515 S BUCKNER BLVD 247B,75217,5056
RED RIVER,10310 W TECHNOLOGY BLVD,75220,5057
LA TOXICA MARISCOS Y MICHELADAS,2914 MAIN ST,75226,5058
PANES BREAD CAFE,3002 N SHEFFIELD AVE,60657,5059
SEAFOOD JUNCTION,5401 S WENTWORTH AVE STE 5W,60609,5060
PEGASUS ROOM,1506 COMMERCE ST 200,75201,5061
BAKERY/DELI,15757 COIT RD,75248,5062
NORTHWEST HWY FOOD MART,2332 W NORTHWEST HWY,75220,5063
MCDONALD'S,4601 W DIVERSEY AVE,60639,5064
DOS BROS FRESH MEXICAN GRILL,800 N MILWAUKEE AVE,60642,5065
ALCOOL MANAGEMENT LLC,228 W HILL ST,60610,5066
MAHOGANY'S SPOKEN WORD CAFE,6523 N SEELEY AVE FL BN,60645,5067
TYSON SEAFOOD & WINGS,11306 LBJ FRWY #200,75238,5068
SUBWAY,3313 W NORTH AVE,60647,5069
MAY ST. RESTAURANT,1146 W CERMAK RD,60608,5070
DENA KITCHEN,3306 W FULLERTON AVE,60647,5071
FOURTH CHURCH DAY SCHOOL,126 E CHESTNUT ST,60611,5072
FOUR CORNERS BREWERY,1315 S ERVAY ST,75215,5073
FRUTERIA CANO,2447 GUS THOMASSON RD,75228,5074
DEA,7709 INWOOD RD,75209,5075
AMVETS POST 23,12531 C F HAWN FRWY,75253,5076
LUCKY TEXAN #8,5001 S BUCKNER BLVD,75227,5077
"TOM YUM RICE & NOODLE, INC.",608 W BARRY AVE,60657,5078
CIRCLE CHICAGO CATERING,2828 W PRATT BLVD,60645,5079
Starbucks Coffee#2229,209 W JACKSON BLVD,60606,5080
EL HEFE,15 W HUBBARD ST,60654,5081
THIAGO'S RESTAURANT,3658 W LAWRENCE AVE,60625,5082
"B' GABS GOODIES, LLC",1450 E 57TH ST,60637,5083
MAMAN ZARI,4639 N KEDZIE AVE,60625,5084
LAKEVIEW TAPROOM,1426 W IRVING PARK RD,60613,5085
PHO 777 RESTAURANT,1104-1106 W ARGYLE ST,60640,5086
MAZA MEXICAN RESTAURANT,2040 W NORTHWEST HWY #140,75229,5087
CITY CHILDREN'S ACADEMY,777 N GREEN ST,60642,5088
TAO THONG,4700 N KIMBALL AVE,60625,5089
MIA FRANCESCA CORP,3311 N CLARK ST,60657,5090
STARBUCKS,10210 S CENTRAL PARK AVE,60655,5091
EN MASSE LLC,2021 W FULTON ST,60612,5092
"JIMMY'S FOOD & DELI,INC",5601 W MADISON ST,60644,5093
LITTLE NEST CARE INC.,5426 W DEVON AVE,60646,5094
EDGEWATER TACOS,5624 N BROADWAY,60660,5095
DAN'S BAKERY& EATERY,2521-23 W 79TH ST,60652,5096
"Kitchen Chicago, LLC",324 N LEAVITT ST,60612,5097
1000 LIQUORS / BIG CITY TAP,1000-1012 W BELMONT AVE,60657,5098
LA MADELINE FRENCH BAKERY,3906 LEMMON AVE #110,75219,5099
MAGGIANO'S,8008 HERB KELLEHER WAY #C2031,75235,5100
CHIMICHURRI ARGENTINIAN BAR & KITCHEN,324 W 7TH ST,75208,5101
HENDERSON CHICKEN,1328 N JIM MILLER RD #108,75217,5102
TEXAS INSTITUTE FOR SURGERY,7115 GREENVILLE AVE,75231,5103
BUENOS AIRES LIQUOR & DELI,3100 N CICERO AVE,60641,5104
Grissom,12810 S Escanaba (2900E),60633,5105
REDZ BELIZEAN RESTAURANT LLC,7605 N PAULINA ST,60626,5106
CENTRO COLLEGE CULINARY KITCHEN #4,11830 WEBB CHAPEL RD #1200,75234,5107
MOMMA DEE'S COMFORT FOOD,2233 N PRAIRIE CREEK #L8,75227,5108
INWOOD DONUT,11814 INWOOD RD,75234,5109
ROSIE'S SIDEKICK,2610 N CALIFORNIA AVE,60647,5110
ALDI FOOD STORE #35,5828 ABRAMS RD,75214,5111
GO GROCER,2255 N MILWAUKEE AVE,60647,5112
THE GOOD LIFE SOUL FOOD CAFE,11226-11238 S HALSTED ST,60628,5113
Savanna Restaurant,4111 N LINCOLN AVE,60618,5114
TAMALERIA ROMAN,5054 W Armitage AVE,60639,5115
DUKE'S,5659 N CENTRAL AVE,60646,5116
AUGUSTUS TOLTON CATHOLIC ACADEMY,7120 S CALUMET AVE,60619,5117
GYU-KAKU RESTAURANT,210 E OHIO ST,60611,5118
CALMECA ACADEMY OF FINE ARTS AND DUAL LANGUAGE,3456 W 38TH ST,60632,5119
TEN GOKU,651 W WASHINGTON BLVD,60661,5120
ELEVEN CITY DINER,1112 S WABASH AVE,60605,5121
LA PLAZUELITA,3055 S TRIPP AVE,60623,5122
PIZZA LOBO,5457 N CLARK ST,60640,5123
JIMMY JOHNS,3234 W FOSTER AVE,60625,5124
TACOS Y MAS,4123 CEDAR SPRINGS RD 105,75219,5125
SOULMAN'S BAR-B-QUE,8018 S LANCASTER RD,75241,5126
DANNY'S TACOS Y MAS,1515 S BUCKNER BLVD #243,75217,5127
BIG 4'S CHOP SUEY,5411 S HARLEM AVE,60638,5128
THE SABROSO POLLO,4440 S WESTERN AVE,60609,5129
JALEO,500 - 508 N CLARK ST,60654,5130
REVIVAL FOOD HALL,125 S CLARK ST,60603,5131
BAYLORS MELON MARKET,10100 S HALSTED ST,60628,5132
ORGANICLIFE,115 E 61ST ST,60637,5133
MOLINO OLOYO,1025 N STEMMONS FRWY STE. 600,75207,5134
BARI,1120 W GRAND AVE,60642,5135
AFC SUSHI@JEWEL-OSCO #3368,550 N STATE ST,60654,5136
JEWEL FOOD STORE #3030,7530 S STONY ISLAND AVE,60649,5137
ORIGINAL FERRARA INC,2210 W TAYLOR ST,60612,5138
NICKY'S CARRY OUT,3501 S WESTERN BLVD,60609,5139
ORBIT ROOM CHICAGO,2957-2959 N CALIFORNIA AVE,60618,5140
CLIFF STOP,2418 W CLARENDON DR,75211,5141
SAN DIEGO TACO SHOP,1331 N JIM MILLER RD,75217,5142
BIRRIERIA AGUINAGA,2829 W NORTHWEST HWY #520,75220,5143
CRISTO REY DALLAS COLLEGE PREP,9701 SAN LEON AVE,75217,5144
SOUL PRIME,1969 N HALSTED ST,60614,5145
BETHESDA HOME/RETIRENMENT CENT,2833 N NORDICA AVE,60634,5146
DEL FRISCO'S GRILLE 2ND FLR,3232 MCKINNEY AVE #175,75204,5147
The Godfather Restaurant,556 N CICERO AVE,60644,5148
MOORE POPPIN LLC,749 E 47TH ST,60653,5149
Pollo En Brasa,5212 N LINCOLN AVE,60625,5150
LA CANTINA GRILL,1911 S MICHIGAN AVE,60616,5151
VICTORY CENTRE OF MICHIGAN AVENUE,10450 S MICHIGAN AVE,60628,5152
GUILD ROW,2607 W FLETCHER ST,60618,5153
MUAH COTTON CANDY,835 N MICHIGAN AVE,60611,5154
Wee Read Day Care Academy,5624 W MADISON ST,60644,5155
DE COLORES ICE CREAM INC.,3838 W 49TH ST,60632,5156
SABORES DE MI TIERRA,1819 W CERMAK RD,60608,5157
WARREN BARR,66 W OAK ST,60610,5158
EL ALEGRE BURRITO,7193 W GRAND AVE,60707,5159
WILLIAM BROWN ELEMENTARY SCHOOL,54 N Hermitage Ave,60612,5160
LA CAMPINA SALVADORENA,2947 S BUCKNER BLVD #350,75227,5161
THE KOLACHE,18101 PRESTON RD #204A,75252,5162
TACO CABANA #20348,18130 COIT RD,75252,5163
HIPPO MART #1,8003 FERGUSON RD,75228,5164
EXPRESS FOOD MART,7410 HARRY HINES BLVD,75235,5165
LOTTIE'S PUB,1925 W CORTLAND ST,60622,5166
DAMEN MARKET,5700 S DAMEN AVE,60636,5167
FINKI ELEMENTARY ACADEMY,2332 S Western (2400W),60608,5168
ESENCIA URBAN KITCHEN,3351 N BROADWAY,60657,5169
YOGURTLAND DALLAS,7170 SKILLMAN ST #120,75231,5170
EXTREMA NUTRICION,3315 W 55TH ST,60632,5171
MOTHER MCAULEY HIGH SCHOOL,3737 W 99th ST,60655,5172
CHARTWELLS,5321 W GRAND AVE,60639,5173
HARRY CARAY'S RESTAURANT,33 W KINZIE ST,60654,5174
PUPUSERIA CAFE,6533 W 63RD ST,60638,5175
MR. SUBMARINE,1525 W FULLERTON AVE,60614,5176
CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE,60605,5177
ROMA'S CHICAGO,4237 N CICERO AVE,60641,5178
SUBWAY,1121 N WESTERN AVE,60622,5179
LA MICHOACANA LOGAN SQUARE,3740 W FULLERTON AVE,60647,5180
WENDY'S 2051,2241 W NORTHWEST HWY,75221,5181
PHO ENVY,8611 HILLCREST RD #190,75225,5182
PORTA DI ROMA,1623 MAIN ST #104,75201,5183
POPEYES FAMOUS FRIED CHICKEN,50 N WESTERN AVE,60612,5184
THE MARKET BY FOXTROT,401 N WELLS ST,60654,5185
TOP ROUND,4800 BRYAN ST,75204,5186
SUGAR FACTORY AMERICAN BRASSERIE,1900 CEDAR SPRINGS RD,75201,5187
Mr Cake Inc,4912 W DIVERSEY AVE,60639,5188
WRIGLEYVILLE DAIRY QUEEN,3811 N SOUTHPORT AVE,60613,5189
TOM THUMB #2642 GROCERY,5809 E LOVERS LN,75206,5190
ALDI'S #08,7345 S STATE ST,60619,5191
CHI-GRO GROCER,1228 N MILWAUKEE AVE,60622,5192
BUDLONG HOT CHICKEN,1301 E 53RD ST,60615,5193
LA MICHOACANA ICE CREAM SHOP,3509 W LAWRENCE AVE,60625,5194
RIVER SHANNON,425 W ARMITAGE AVE,60614,5195
MARIANO'S FRESH MARKET #8504,3350 N WESTERN AVE,60618,5196
FRANKINS BAKERY,4353 W FULLERTON AVE,60639,5197
"ROOSEVELT FOOD MARKET, INC.",3959 W ROOSEVELT RD,60624,5198
TACO-N-TODO,11404 SHILOH RD #125,75228,5199
INAGU,10788 HARRY HINES BLVD #G-10,75220,5200
QUIKTRIP #932,2929 FRANKFORD RD,75287,5201
VERMONT GROCERY STORE,819 E VERMONT AVE,75216,5202
GO FISH POKE,3001 KNOX AVE #108,75205,5203
SANTA CRUZ BIOTECHNOLOGY BREAKROOM,10410 FINNEL ST,75220,5204
SCARDELLO,3511 OAK LAWN AVE,75219,5205
BENJYEHUDA,145 N WELLS ST,60606,5206
MKR FOOD AND LIQUOR,4344 W ARMITAGE AVE,60639,5207
NOBODY'S DARLING,1744-1746 W BALMORAL AVE,60640,5208
WHITE ROCK ELEMENTARY,9229 CHISWELL RD,75238,5209
BABA SHAWARMA INC.,6404 N CALIFORNIA AVE,60645,5210
REEF KITCHEN,135 N KEDZIE AVE,60612,5211
TAQUERIA PALACIO,1700 S HALSTED ST,60608,5212
SAN SOO GAB SAN CORP,5247-5251 N WESTERN AVE,60625,5213
ROCOTO PERUVIAN BITES,5752 W BELMONT AVE,60634,5214
O'CALLAGHAN'S,29 W HUBBARD ST,60610,5215
FON FON CHINESE CUSINE,8253 S KEDZIE AVE,60652,5216
TAQUERIA EL DORADO,3246 W LAWRENCE AVE,60625,5217
EPIC BURGER INC,1000 W NORTH AVE,60642,5218
THE POPCORN SHACK,7632 CAMPBELL RD #309,75248,5219
LISA'S SOUL FOOD CAFE,2550 W RED BIRD LN #404,75237,5220
DOE'S BBQ N MORE,5924 SAMUELL BLVD,75228,5221
BLACK ROCK COFFEE BAR,12107 ABRAMS RD,75243,5222
RJ MEXICAN CUISINE,1701 N MARKET ST #102,75202,5223
UPLIFT WHITE ROCK HILLS FL #1 PHASE #A,7370 VALLEYGLEN DR FL#1 PH #A,75228,5224
EL IDEAS,2419 W 14TH ST,60608,5225
JOLLY INN RESTAURANT,6501 W IRVING PARK RD,60634,5226
EAST LAKEVIEW FOOD & LIQUOR,3814 N CLARK ST,60613,5227
AL BAYAN GROCERY INC.,3134 N NARRAGANSETT AVE,60634,5228
KROGER SW 509/CHEESE/OLIVE DELI,4901 MAPLE AVE,75219,5229
EUREST BP CHICAGO CAFE,30 S WACKER DR,60606,5230
7-ELEVEN #27100E,2741 W TOUHY AVE,60645,5231
"TRULUCK'S SEAFOOD, STEAK AND CRAB HOUSE",41 E CHESTNUT ST,60611,5232
RAINBOW BEACH CARE CENTER,7325 S EXCHANGE AVE,60649,5233
CANT BELIEVE ITS NOT MEAT III,1143 N WELLS ST,60610,5234
SUBWAY,3510 S ASHLAND AVE,60609,5235
SERRELLIS FINER FOODS,6454-6460 W NORTH AVE,60707,5236
GEORGES CHICKEN AND SHRIMP 1 INC,1419 W TAYLOR ST,60607,5237
POPEYE'S LOUISIANA KITCHEN,10331 S KEDZIE AVE,60655,5238
KINGS FOOD GROCERY STORE,6600 S HALSTED ST,60621,5239
FORMOSA EXPRESS,5405 N JIM MILLER RD,75227,5240
THE SALTY DONUT,414 W DAVIS ST,75208,5241
ANN RICHARDS MIDDLE SCHOOL,3831 N PRAIRIE CREEK,75227,5242
BIRDIE ALEXANDER ELEMENTARY,1830 GOLDWOOD DR,75232,5243
EL NORTENO,306 E SANER AVE,75216,5244
CocoBar LLC,316 N WABASH AVE,60611,5245
ARUN'S THAI RESTAURANT,4156 N KEDZIE AVE,60618,5246
SAVE A LOT,7240 S STONY ISLAND AVE,60649,5247
7-ELEVEN CONVENIENCE STORE #38438A,555 W MOCKINGBIRD LN,75247,5248
PLEASANT GROVE #1,8228 MADDOX AVE,75217,5249
"CB MINI MART,CORP",8010 S WESTERN AVE,60620,5250
"TOMOKOHI, LLC",2004 W ARMITAGE AVE,60647,5251
BAR GOA TIMEOUT,600 N LAKE SHORE DR,60611,5252
WRAP STAR RESTAURANT,5019 N WESTERN AVE,60625,5253
PICKLED PRINCE,4201 N PAULINA ST,60613,5254
PEKING KITCHEN,1710 NORMAN DR,75211,5255
TAQUERIA PEDRITOS,321 E JEFFERSON BLVD,75203,5256
TJ'S FRESH SEAFOOD MARKET & GRILL,6025 ROYAL LN #110,75220,5257
P S CATERING,10118 RYLIE RD,75217,5258
LE MERIDIEN DALLAS BY THE GALLERIA BAR,13402 NOEL RD,75240,5259
365 FOOD & FUEL #3,353 SINGLETON BLVD,75212,5260
JACKYS HOT DOGS,5415 S PULASKI RD,60632,5261
MI LINDA HONDURAS RESTAURANTE,2872 WALNUT HILL LN #630,75229,5262
7-ELEVEN #33875B,1349 W FULLERTON AVE,60614,5263
TAO TEA,1938 W NORTH AVE,60622,5264
MEALS ON WHEELS,1440 W MOCKINGBIRD LN,75247,5265
FUJIYAMA SUSHI & YAKITORY BAR,18217 MIDWAY RD #108,75287,5266
THE CORNER LOUNGE,5328 BOTHAM JEAN BLVD,75215,5267
JENI'S SPLENDID ICE CREAMS,1505 N MILWAUKEE AVE,60622,5268
ELLIPSIS COFFEEHOUSE,1259 W DEVON AVE,60660,5269
BASKIN ROBBINS,1231 S WABASH AVE,60605,5270
DUNKIN,3505 W ROOSEVELT RD,60624,5271
DOUGHBOY'S CHICAGO,352 E 71ST ST,60619,5272
KEXIN RESTAURANT,7 E 83RD ST,60619,5273
GORDITAS Y TACOS JULI #2,135 N KEDZIE AVE,60612,5274
"APERION CARE LAKESHORE, LLC",7200 N SHERIDAN RD,60626,5275
OCEAN WAVE SOUL & SEAFOOD,8655 S JEFFERY BLVD,60617,5276
Corliss (H/S),821 E 103rd St (10300S),60628,5277
GEORGE'S HOT DOG,1876 N DAMEN AVE,60647,5278
TACOS MONTANAS,3254 W LAWRENCE AVE,60625,5279
JACK IN THE BOX #729,1020 S WESTMORELAND RD,75211,5280
HAT CREEK BURGER,8185 WALNUT HILL LN #1400,75231,5281
TACOS AL 100,7031 LAKE JUNE RD #100,75217,5282
PT'S FRIED CHICKEN AND MORE,4515 VILLAGE FAIR DR #E-3,75224,5283
"ELLA'S BBQ, INC.",723 W ARMITAGE AVE,60614,5284
"LEON'S CHICAGO'S BEST, INC",1528 E 63RD ST,60637,5285
JOYFUL BEGINNINGS  INC.,1934 W 79TH ST,60620,5286
