restaurant_name,address,zip_code,restaurant_key
TE'AMO BOBA BAR,600 E GRAND AVE,60611,422
"NEW L A SUBMARINE, INC.",8603 S COTTAGE GROVE AVE,60619,423
RUK SUSHI AND THAI,4431 N MILWAUKEE AVE,60630,424
GIORDANO'S ON BELMONT,1036-1040 W BELMONT AVE,60657,425
"HOLLYWOOD FOOD MARKET, INC.",606 E 79TH ST,60619,426
LA PETITE FOLIE,1504 E 55TH ST,60615,427
MCDONALD'S,2301 S LAKE SHORE DR,60616,428
FOOD ON THE RUN EXPRESS,130 E 51ST ST,60615,429
GREEN LEAF THAI CUISINE,4658 N WESTERN AVE,60625,430
MARLOW'S ENTERPRISES INC,11810 C F HAWN FRWY,75253,431
CORNER BAKERY,600 N PEARL EXPW #100,75201,432
KOBA ETHIOPIAN TO GO & GROCERY STORE,5528 ALPHA RD #105,75240,433
SAMAD CAFE,2706 MANOR WAY,75235,434
MARISCOS LA REYNA,2406 N FITZHUGH AVE,75204,435
PEPE'S CORNER STORE,4819 BERNAL DR,75212,436
MAMI'S DFW,921 W COMMERCE ST #144,75208,437
JACK IN THE BOX #3757,2727 W WHEATLAND RD,75237,438
Domino's store 2986,3336 N HARLEM AVE,60634,439
FULLWEST BP GAS & SUBWAY,2357 W FULLERTON AVE,60647,440
"GROUND CONTROL RESTAURANT, LLC",3313-3315 W ARMITAGE AVE,60647,441
HAROLDS CHICKEN,9149 S ASHLAND AVE,60620,442
JIMMY JOHNS,2 N RIVERSIDE PLZ,60606,443
CREATIVE SCHOLARS PRESCHOOL,1731-1735 N ELSTON AVE,60622,444
THORNTONS #322,3450 S CALIFORNIA AVE,60608,445
EMMIT'S ON CLYBOURN,495 N MILWAUKEE AVE,60654,446
PROPER CATERING,8014 HARRY HINES BLVD #A-3,75235,447
RAINBOW ICE CREAM SHOP #2,10788 HARRY HINES BLVD G-9A,75220,448
STARBUCKS COFFEE #6390,8520 ABRAMS RD #100,75206,449
ADMIRAL #4085  SUITES SNACKS PANTRY,2500 VICTORY AVE ADML #4085,75201,450
MADISON FOOD MARKET,5255 W MADISON ST,60644,451
PINA BAKERY,2863 W CERMAK RD,60623,452
FIESTA MART #210 PRODUCE,10121 E LAKE JUNE RD,75217,453
ARAMARK,5000 N SPAULDING AVE,60625,454
OSAS AFRICAN RESTAURANT & CATERING SERVICES,1027 W WILSON AVE,60640,455
BIG & LITTLE'S RESTAURANT,1034 W BELMONT AVE,60657,456
Lincoln Park (H/S),2001 N Orchard (700W),60614,457
OLIO E PIU,445 N DEARBORN ST,60654,458
7-ELEVEN,957 W ARMITAGE AVE,60614,459
EL CHILE RESTAURANT & PANCAKE HOUSE,3038-3040 W MONTROSE AVE,60618,460
ROSEBUD-RUSH,55 E SUPERIOR ST,60611,461
JIMMY JOHN'S- STATE,725 S STATE ST,60605,462
RAMEN TAKEYA,819 W FULTON,60607,463
STARBUCKS COFFEE #66051,600 S PAULINA ST,60612,464
GARDEN CAFE,5310 JUNIUS ST,75214,465
A+ ACADEMY,445 S MASTERS DR,75217,466
CEDAR SPRINGS TAP HOUSE,4123 CEDAR SPRINGS RD #101,75219,467
JIMMY JOHNS GOURMET SANDWICHES,2222 MEDICAL DISTRICT DR #200,75235,468
JUNGLE CAFE KITCHEN BAKERY,1801 N GRIFFIN ST,75202,469
BREADWINNERS BAKERY,3301 MCKINNEY AVE,75204,470
ROSY'S CATERING & DECORACIONES EN FRUTAS,2422 W KIEST BLVD,75233,471
NITE CAP,5007-5009 W IRVING PARK RD,60641,472
FATSO'S LAST STAND,1982 N CLYBOURN AVE,60614,473
THE LANZAGA,3734-3736 N BROADWAY,60613,474
ST VINCENT DE PAUL CENTER,2145 N HALSTED ST,60614,475
TOM THUMB #3582 BAKERY,18212 PRESTON RD,75252,476
RUSH STREET,11601 W TOUHY AVE,60666,477
BAKED BY JANE,5481 N NORTHWEST HWY,60630,478
J. WHISKEY'S SPORTS BAR & GRILL,2951 S WESTMORELAND RD,75233,479
CILANTRO  THAI  KITCHEN,1509 W DEVON AVE,60660,480
STARBUCKS COFFEE#2261,217 S WACKER DR,60606,481
YAO'S CAFE,601 W 43RD ST,60609,482
DONA MARI'S CORPORATION,3757-3759 W FULLERTON AVE,60647,483
CHARTWELLS,1443 N Ogden AVE,60610,484
MCDONALD'S,6900 S LAFAYETTE AVE,60621,485
ST. PASCAL,6143 W IRVING PARK RD,60634,486
PIZZA HUT 329,2500 VICTORY AVE TERR #5046,75201,487
CANTINA EL CUBETAZO,4736 MAPLE AVE,75219,488
FAIRFIELD INN,8690 E RL THORNTON FRWY,75228,489
TWIN ANCHORS,1655 N SEDGWICK ST,60614,490
ROSATI'S PIZZA LOOP,176 N WELLS ST,60606,491
"BIG HUGS FOR LITTLE HANDS,INC",10623-10627 S HALSTED ST,60628,492
POUR SOULS,1740 W DIVISION ST,60622,493
MIKKEYS 47 EXPRESS LLC,503 E 47TH ST,60653,494
Clemente Comm  (H/S),1147 N Western AVE,60622,495
BURGER ISLAND,9410 WALNUT ST #100,75243,496
EL TIZONCITO III,5150 LEMMON AVE STE 111,75209,497
EATZI'S MARKET SANDWICH,3403 OAK LAWN AVE,75219,498
ROTI MODERN MEDITERRANEAN,2000 ROSS AVE,75201,499
HARWOOD ARMS,2850 N HARWOOD ST #100,75201,500
"FIESTA TAMALERIA EL BARRIO, INC.",1820 W 18TH ST,60608,501
CARNICERIA GUANJUATO #3,1436 N ASHLAND AVE,60622,502
CERISE,203 N WABASH AVE,60601,503
TAQUERIA LOS GALLOS INC,4209-4211 W 26TH ST,60623,504
OGDEN INTERNATIONAL SCHOOL,1250 W ERIE ST,60642,505
Tropical Smoothie Cafe,4874 N LINCOLN AVE,60625,506
Kimchi Pop Two By Chef Son,4429 N BROADWAY,60640,507
MURPHYS DELI,5910 N CENTRAL EXPW #60,75206,508
TOTAL WINE,3810 CONGRESS AVE,75219,509
BLIND BARBER,948 W FULTON MARKET,60607,510
63RD FOOD MARKET GROUP,1202 W 63RD ST,60636,511
EMILIANO ZAPATA ACADEMY,2728 S Kostner,60623,512
GO GROCER,7555 W IRVING PARK RD,60634,513
"PIE CAFE, LLC",4664 N MANOR AVE,60625,514
MANNY'S GROCERY,7627 S JEFFERY BLVD,60649,515
DUNKIN DONUTS/BASKIN ROBBINS,7019 S STONY ISLAND AVE,60649,516
DALLAS FOOD DEPOT,3107 S COCKRELL HILL RD,75236,517
CAFE CARBONE,1617 HI LINE DR #390,75207,518
SANDWICH HAG,1902 BOTHAM JEAN BLVD,75215,519
WIN BUFFET,3434 W ILLINOIS AVE 400,75211,520
GINGER THAI CUISINE,3797 FOREST LN #107-,75234,521
DIABETES HEALTH & WELLNESS INSTITUTE,4500 SPRING AVE,75210,522
7-ELEVEN #337288,645 N KINGSBURY ST,60654,523
PROTEIN BAR,1953 N CLYBOURN AVE,60614,524
BERGHOFF CAFE,11601 W TOUHY AVE,60666,525
THE STOPALONG,1812 N MILWAUKEE AVE,60647,526
ANNE FRANK ELEMENTARY SCHOOL,5201 CELESTIAL RD,75240,527
CAVA NORTH PARK CENTER,8687 N CENTRAL EXPW 2376,75225,528
"43RD FOOD & TOBACCO, INC.",200 E 43RD ST,60653,529
Graham,4436 S Union (700W),60609,530
CACAOABUNGA,1400 W 46th ST,60609,531
STEAK 48,615 N WABASH AVE,60611,532
TACO BELL,3365 S DR MARTIN LUTHER KING JR DR,60616,533
LOWCOUNTRY 2,1132 S WABASH AVE,60605,534
LAURENCE ARMOUR DAY SCHOOL,2150 W HARRISON ST,60612,535
GOLD COAST DOGS,11601 W TOUHY AVE,60666,536
SUBWAY SANDWICH,7918 S WESTERN AVE,60620,537
CHURCH'S CHICKEN # 577,431 N AUSTIN BLVD,60644,538
AUNT MARY'S SNACK BAR,7815 GREAT TRINITY FOREST WAY,75217,539
HENK'S EUROPEAN DELI,5811 BLACKWELL ST,75231,540
MANGOLIN FRUTERIA Y NEVERIA,2306 MOUNTAIN LAKE RD,75224,541
JOE'S BAR,940 W WEED ST,60642,542
PARKSIDE COMMUNITY ELEMENTARY,6938 S East End (1700E),60649,543
LITTLE CAESAR PIZZA,3337 W NORTH AVE,60647,544
SUR LA TABLE,900 N MICHIGAN AVE,60611,545
MIKE'S MART,323 S RIVERFRONT BLVD,75207,546
LUPITA CAFE,2316 OATES DR,75228,547
EL VENUE LOGAN SQUARE,2529 N MILWAUKEE AVE,60647,548
INTERCULTURAL MONTESSORI LANGUAGE SCHOOL,114 S RACINE AVE,60607,549
SOUTHPORT BETTY'S,2852-2856 N SOUTHPORT AVE,60657,550
CIVIL POUR,8061 WALNUT HILL LN #924,75231,551
PANTANOS RESTAURANT CHICAGO LLC,2519-2523 W 63RD ST,60629,552
Lincoln Park Academy,2021 N Burling AVE,60614,553
SEE THRU CHINESE KITCHEN,10939 S WESTERN AVE,60643,554
VEGETARIAN EXPRESS,4747 N DAMEN AVE,60625,555
SOUTH LOOP CLUB INC,701 S STATE ST,60605,556
FLAT & POINT,3524 W FULLERTON AVE,60647,557
MANNY'S UPTOWN TEX-MEX,6465 E MOCKINGBIRD LN #200,75214,558
FLATTERY CAFE AND CAKERY,6005 BERKSHIRE RD,75225,559
A DONUT,2829 WEBB CHAPEL EXT 102A,75238,560
FAST BREAK 307    TERRACE #5062,2500 VICTORY AVE TERR #5062,75201,561
COSTCO WHOLESALE BAKERY,8055 CHURCHILL WAY,75251,562
MASADA,2204-2206 N CALIFORNIA AVE,60647,563
FFC WEST LOOP,10 S CLINTON ST,60661,564
ST. BENEDICT ELEMENTARY SCHOOL,3920 N LEAVITT ST,60618,565
56TH STREET HAROLD'S GRILL AND WAFFLES,5608 S ASHLAND AVE,60636,566
ORGANICLIFE,3737 S PAULINA ST,60609,567
Revere,1010 E 72ND ST,60619,568
ALOHA POKE,163 W NORTH AVE,60610,569
PARADISE PORT CAFE,1918 W MONTROSE AVE,60613,570
CAFE DESCARTES,10000 W OHARE ST,60666,571
TOM THUMB #3608 GROCERY,7700 W NORTHWEST HWY,75225,572
KROGER #518 BAKERY/ WINE,5665 E MOCKINGBIRD LN,75206,573
MAYAN PALACE 2,2721 N HALSTED ST,60614,574
"LEEN'S PIZZA & GRILL, INC.",556 N CICERO AVE,60644,575
THE MAP ROOM,1949 N HOYNE AVE,60647,576
GENE'S BISTRO/BIG BOWL/TALL BOY,5700 S CICERO AVE,60638,577
EAST OF EDENS,6350 N CICERO AVE,60646,578
KFC,4804 N SHERIDAN RD,60640,579
Chipotle Mexican Grill,6600 N SHERIDAN RD,60626,580
CASSAVA,3929 N CENTRAL PARK AVE,60618,581
NEW CAJUN GRILL,7601 S CICERO AVE,60652,582
STARBUCKS COFFEE #206,2063 N CLARK ST,60614,583
FLEMING BRANCH,4918 W 64th ST,60638,584
OOH CATERING & EVENTS,1753 W GRAND AVE,60622,585
SAVING MARKET,3358 W CHICAGO AVE,60651,586
PALAPAS SEAFOOD BAR,1418 GREENVILLE AVE,75206,587
DALLAS TORTILLA FACTORY,309 N MARSALIS AVE,75203,588
TEXAS CAN ACADEMY,9617 WENDELL RD,75243,589
PALETA MIA #2,5607 E R L THORNTON FRWY #110,75223,590
COLUMBIA KWIK STOP,106 S FITZHUGH AVE,75226,591
THE GODDARD SCHOOL CHICAGO,1127 W ARMITAGE AVE,60614,592
TOM THUMB #2642 PRODUCE,5809 E LOVERS LN,75206,593
DALLAS BETHLEHEM CENTER INC,4410 LELAND AVE,75215,594
BABAS FAMOUS STEAK & LEMONADE,2101 E 71st ST,60649,595
Jeni's Ice Cream,871 N WABASH AVE,60611,596
Westwood Village,2444 W TOUHY AVE,60645,597
ANDERSONVILLE MONTESSORI,5050 N Broadway,60640,598
CHAVEZ MULTICULTURAL,4747 S Marshfield(1634W),60609,599
NEW ARCHVIEW RESTAURANT INC.,3480 S ARCHER AVE,60608,600
SAN MARTIN BAKERY COFFEE/DRINK STATION,3120 MCKINNEY AVE,75204,601
YONKERS PIZZA COMPANY,8421 WESTCHESTER DR,75225,602
ORAN M ROBERTS ELEMENTARY,4919 EAST GRAND AVE,75223,603
WENDY'S 2252,2828 W WHEATLAND RD,75287,604
ILLINOIS FOOD MART,4404 W ILLINOIS AVE,75211,605
JERUSALEM #1 FOOD INC.,3637 W DIVISION ST,60651,606
CANTEEN AMAZON STX3,4445 ROCK QUARRY RD,75211,607
M2 Cafe,850 W JACKSON BLVD,60607,608
ROSIS LLC,313 W JEFFERSON BLVD,75208,609
DUNKIN DONUT BASKIN ROBIN & TOGO'S,5959 W DIVERSEY AVE,60639,610
EL GUSTAZO BORICUA LLC,1703 N PULASKI RD,60639,611
KITCHEN 17,3132 N BROADWAY,60657,612
Dewey CPC,638 W 54th Place (5432S),60609,613
"HELLO JASMINE DEPAUL, LLC",953 W WEBSTER AVE,60614,614
GREAT DRAGON,3269 N MILWAUKEE AVE,60618,615
Clissold,2350 W 110 Pl (11032S),60643,616
KING SELECTIVE ENROL.H/S,4445 S Drexel (900E),60653,617
7-ELEVEN CONVENIENCE STORE #36002C,9998 MARSH LN,75220,618
UMPHREY LEE SCH,7808 RACINE DR,75232,619
TAQUERIA ACAMBARO,9334 E RL THORNTON FRWY #214C,75228,620
STARBUCKS,208 S AKARD ST #103,75202,621
TURKEY LEG PARADISE,1715 BOTHAM JEAN BLVD,75215,622
SAVANNAH SUPPER CLUB,2116 W ROSCOE ST,60618,623
CUBBY BEAR LOUNGE LTD,1059-1065 W ADDISON ST,60613,624
TERRACE #5054 EISENBERG #301,2500 VICTORY AVE TERR #5054,75201,625
EL GORDO BURGER,1745 W CHICAGO AVE,60622,626
THE FAIRMONT CHICAGO/MILLENIUM ROOM,200 N COLUMBUS DR,60601,627
SLUGGERS GRILL,3540 N CLARK ST,60657,628
EL FORASTERO LLC,13514 S AVENUE O,60633,629
THE PIGGERY,1619-1625 W IRVING PARK RD,60613,630
BEATRIX COFFEE ROASTERS,2558 W 16TH ST,60608,631
CHESAS BISTRO & BAR,135 N KEDZIE AVE,60612,632
CHURCH IN THE CLIFF,1233 NEWPORT AVE,75224,633
ASIA STAR,5365 SPRING VALLEY RD #140,75254,634
SALATA,3000 BLACKBURN ST E-150,75204,635
OTTO M. FRIDIA ELEMENTARY SCHOOL,6011 OLD OX RD,75241,636
HENNESSY BAR,2500 VICTORY AVE PLTM #3005,75201,637
PAZZO'S,311 S WACKER DR,60606,638
HALF MOON EMPANADAS,11601 W TOUHY,60666,639
LAKE GROCERY STORE,4759 W LAKE ST,60644,640
LAGUNITAS BREWING COMPANY,1843 S WASHTENAW AVE,60608,641
TAQUERIA TAXCO,3025 WEBB CHAPEL EXT #103,75220,642
DOLLAR TREE,1639 S BUCKNER BLVD #150,75217,643
HAWTHORN,208 S AKARD ST #105,75202,644
MEENARI ORIENTAL RESTAURANT,3311 W BRYN MAWR AVE,60659,645
GRAB A BITE BBQ,2105 S JEFFERSON ST,60616,646
HILTON GARDEN INN CHICAGO,66 E WACKER PL,60601,647
CLOUDSKITCHENS,840-850 W SUPERIOR ST,60642,648
MARISCOS EL PUERTO,5004-5006 S ARCHER AVE,60632,649
EL MOFONGUITO LLC,3625 W NORTH AVE,60647,650
REVE BURGER,220-224 N ADA ST,60607,651
GOOSE ISLAND BEER  CO.,1800 N CLYBOURN AVE,60614,652
MCDONALDS,3520 STOREY LN,75220,653
LITTLE CAESAR'S PIZZA #1617-008,11412 AUDELIA RD,75243,654
KUNG FU TEA,3001 KNOX ST #107A,75205,655
ST PATRICK'S CAFETERIA,9635 FERNDALE RD,75238,656
"SUITE LITTLE FEET, INC",1439-1443 W 79TH ST,60620,657
CONTE DI SAVOIA INC,1438 W TAYLOR ST,60607,658
HIGHLAND MEADOWS ELEM SCH,8939 WHITEWING LN,75238,659
FRIENDSHIP WEST BAPTIST,2020 W WHEATLAND RD,75224,660
DELI REFRESH,12377 MERIT DR #280,75251,661
SCHMID,9755 S Greenwood (1100E),60628,662
AYA PASTRY,1332 W GRAND AVE,60642,663
EL TACO AZTECA,2151 W CERMAK RD,60608,664
METRO SPICE MART,125 S JEFFERSON ST STE A,60661,665
PEPES MEXICAN  MEXICAN RESTAURANT,6230 S WESTERN AVE,60636,666
JEWEL FOOD STORE #3092,1655 E 95TH ST,60617,667
PEDESTRIAN COFFEE,939 W BELMONT AVE,60657,668
GAVROCHE,1529 N WELLS ST,60610,669
CRMD Ice Cream,2951 N BROADWAY,60657,670
CATFISH FLOYD'S,710 E ANN ARBOR AVE,75216,671
ZAMBOS LATIN FOOD,1220 RIVER BEND DR #112,75247,672
CHICK-FIL-A,8008 CEDAR SPRINGS RD C2063,75235,673
CANDY SHACK DAIQUIRIS TO GO,6751 ABRAMS RD,75231,674
SUPER TARGET #1775 MEAT/SEAFOOD,16731 COIT RD,75248,675
PHO CHAU RESTAURANT,1640 W MOCKINGBIRD LN,75235,676
HARMONY ELEMENTARY CAFETERIA,11945 FORESTGATE DR,75243,677
ALONTI CATERING,3150 W 44TH ST,60632,678
WHISKEY GIRL TAVERN,6318 N CLARK ST,60660,679
WHOLE FOODS MARKET FOOD COUNTER/ SALAD BARS,2510 MCKINNEY AVE,75201,680
VELVET TACO,2556 ELM ST,75226,681
GERALD DELGADO KANOON ELEMENTARY,2233 S Kedzie (3200W),60623,682
MY LITTLE STAR DAYCARE CENTER,4315 W 63RD ST,60629,683
SWEET FREAKS,9927 S WOOD ST,60643,684
ROOST CHICKEN & BISCUITS,455 N MILWAUKEE AVE,60654,685
RAEKWON'S SCHOLASTIC DAYCARE ACADEMY II LLC,1246 E 87TH ST,60619,686
99 CENTS MARKET & TOBBACO LLC,4858 S BUCKNER BLVD #130,75227,687
JEWEL FOOD STORE #3477,4734 N CUMBERLAND AVE,60656,688
SUBWAY,4025 E 106TH ST,60617,689
ANN SATHER RESTAURANT,909 W BELMONT AVE,60657,690
MACIAS PRODUCE INC.,8933 S COMMERCIAL AVE,60617,691
SUBWAY 275,2579 N ELSTON AVE,60647,692
RAINFOREST LEARNING CENTER,1144-1150 W MADISON ST,60607,693
DRAGONLADY LOUNGE,3188 N ELSTON AVE,60618,694
PRIVILEGE,6947 S SOUTH CHICAGO AVE,60637,695
BURGER KING #25272,7558 S ASHLAND AVE,60620,696
ERNST PRUSSING ELEMENTARY SCHOOL,4650 N Menard (5800W),60630,697
TORTERIA GUERRERO,3474 WEBB CHAPEL EXT,75220,698
DIVE-IN,5670 VILLAGE GLEN DR,75206,699
EL TACASO #3,902 N WESTMORELAND RD FRONT,75211,700
PANADERIA Y RESTAURANTE MORAZAN,426 W JEFFERSON BLVD #100,75208,701
LAI LAI REST,8323 LAKE JUNE RD,75217,702
EL RINCONCITO DE LA SALUD,5409 N JIM MILLER RD #221,75227,703
MACELLAIO,287 N BISHOP AVE,75208,704
PEPE'S RESTAURANT,7026 W ARCHER AVE,60638,705
DUNKIN DONUTS,201 W MADISON ST,60606,706
MAGUIRE'S RESTAURANT,17552 DALLAS PKWY,75287,707
MURPHY'S DELI,13737 NOEL RD #250,75240,708
VALHALLA,2020 W DIVISION ST,60622,709
DOMINO'S,2401 N CLYBOURN AVE,60614,710
BETTIE LOU'S,5633-5635 N ASHLAND AVE,60660,711
CHILDREN INTERNATIONAL ACADEMY,5858 W ROOSEVELT RD,60644,712
DO-RITE DONUTS,181 N MORGAN ST,60607,713
FAIRGROUNDS UOFC,5500 S UNIVERSITY AVE,60637,714
JANE ADDAMS ELEMENTARY,10810 S AVENUE H,60617,715
JASMINE RICE,3103 N Narragansett AVE,60634,716
MAMA'S DAUGHTER'S DINER,2014 IRVING BLVD,75207,717
GATEWAY #24 - KITCHEN,3915 LINFIELD RD,75216,718
SAM'S CLUB #6372 CAFE,6185 RETAIL RD #100,75231,719
FIESTA MART #68 GROCERY/PRODUCE,6401 ABRAMS RD,75231,720
WAVE SUSHI,1858 N WESTERN AVE,60647,721
BIXI BREWERY,2515-2517 N MILWAUKEE AVE,60647,722
Bright Horizons at Lakeshore East,360 E SOUTH WATER ST,60601,723
TWISTED TACO,1967-69 W LAWRENCE AVE,60640,724
ROYAL GARDEN BANQUETS AND CATERING,2515 N HARLEM AVE,60707,725
SOUTHSIDE STEAKS AND CAKES,3125 AL LIPSCOMB WAY,75215,726
SAVE WAY FOOD STORE,1562 E ANN ARBOR AVE,75216,727
EDIBLE,9945 S HALSTED AVE,60628,728
SHANGHAI INN RESTAURANT,4723 N DAMEN AVE,60625,729
TARGET #T-2373,4466 N BROADWAY,60640,730
THE FANCY SCOOP & CAFE,3107 N CENTRAL AVE,60634,731
MARGARET MANOR INC,1121 N ORLEANS ST,60610,732
PALETERIA LA PLAZA CORP,3046 N CICERO AVE,60641,733
PEANUT PARK TRATTORIA,1359 W TAYLOR ST,60607,734
SICILIAN BAKERY INC,4632 N CUMBERLAND AVE,60656,735
KIPP ONE ACADEMY,730 N Pulaski AVE,60624,736
ANDY'S DELI BUTCHER SHOP,4235-4245 W KINZIE ST,60624,737
CARIBBEAN AMERICAN BAKING CO,1539 W HOWARD ST,60626,738
STARBUCKS COFFEE#67265,2007 N HARLEM AVE,60707,739
KUAI DUMPLINGS & SOUPS,325 N ST PAUL ST C9,75201,740
MANSION ON TURTLE CREEK,2821 TURTLE CREEK BLVD,75219,741
X-PERIENCE RESTAURANT & COCKTAILS,3355 E TRINITY MILLS RD STE #100,75287,742
CVS PHARMACY #7412,5370 W LOVERS LN #310,75209,743
"ASIAN CHOPSTICKS, INC",28 E ROOSEVELT RD,60605,744
MONTROSE DELI INC,5407-5417 W MONTROSE AVE,60641,745
TAQUERIA EL JEFE LOCO CO.,4646 W CHICAGO AVE,60651,746
AFC SUSHI @ WALGREENS #15921,410 N MICHIGAN AVE,60611,747
FALAFOUR CORP,1250 S MICHIGAN AVE,60605,748
SCHOOL OF THE ART INSTITUTE OF CHICAGO,112 S MICHIGAN AVE,60603,749
"ME AND YOU LEARNING ACADEMY, INC.",11223 S HALSTED ST,60628,750
ALBANY PARK CAMPUS/EDISON REGIONAL GIFTED CTR.,4929 N Sawyer ST,60625,751
"VENENOS, INC",6651 S PULASKI RD,60629,752
NAF NAF MIDDLE EASTERN GRILL,231 S LA SALLE ST,60604,753
HAMPTON INN AND SUITES HOTEL FLOOR 2,1700 COMMERCE ST FL#2,75201,754
FRESITAS FRUTERIA AND NEVERIA,2802 ROYAL LN STE 103,75229,755
PREGO PASTA HOUSE,4930 GREENVILLE AVE,75206,756
RACEWAY #967,8130 E R L THORNTON FRWY,75228,757
HIGHLAND SPRINGS - CHISHOLM'S RESTRAURANT,8000 FRANKFORD RD,75252,758
NANA'S KITCHEN,350 W KIEST BLVD,75224,759
FIESTA MART,611 W JEFFERSON BLVD,75208,760
"PERFECT TJA, INC.",3922 N ELSTON AVE,60618,761
CHIPOTLE MEXICAN GRILL #3785,4701 W FOSTER AVE,60630,762
J & J FISH,10902 S HALSTED ST,60628,763
"Thomas, Velma ECC",3625 S Hoyne (2100W) (St. Maurice),60609,764
WALGREENS #13930,11700 PRESTON RD #703,75230,765
POTBELLY SANDWICH WORKS,1201 ELM ST #LL09,75202,766
DEVIL DAWGS GOLD COAST,804 N RUSH ST,60611,767
COCHIAROS PIZZA #4,3555 N CENTRAL AVE,60634,768
ON THE ROCKS EDISON PARK,6666 N NORTHWEST HWY,60631,769
John Murphy Elementary,3539 W Grace,60618,770
MR ZEES #2,4356 N CENTRAL AVE,60634,771
MANJARES AL EXPRESS,2226-2230 S ASHLAND AVE,60608,772
M & J CHICKEN & FISH,7643 S COTTAGE GROVE AVE,60619,773
GREAT AMERICAN BAGEL,1248 W BELMONT AVE,60657,774
JIMMY JOHN'S,3328 N CLARK ST,60657,775
POZOLERIA IGUALA IN CHICAGO INC.,3835 W FULLERTON AVE,60647,776
SMALL CHEVAL,2156 W MONTROSE AVE,60618,777
FOOD STAGING AREA LEVEL 3,555 S LAMAR ST #100,75202,778
THE DONUT PALACE,7989 BELTLINE RD #307,75248,779
FAJITA PETE'S,1920 ABRAMS PKWY,75214,780
RICHARD LAGOW ELEMENTARY,637 EDGEWORTH DR,75217,781
TACO BELL #1331,3127 INWOOD RD,75235,782
JOE'S DUGOUT,19021 MIDWAY RD #600,75287,783
TRU BY HILTON DALLAS,1949 N STEMMONS FRWY,75207,784
TACO Y VINO,213 W 8TH ST,75208,785
FLETCH TECHNOLOGY LLC,10220 TECHNOLOGY BLVD E #102,75220,786
LITTLE LEADER'S ACADEMY,1856-1858 W 69TH ST,60636,787
MR QUILES ICE CREAM TRUCK #3,2300 S THROOP ST,60608,788
DANIEL J CORKERY SCHOOL,2510 S Kildare (4300W),60623,789
CASA DEI BAMBINI MONTESSORI,4967 N ELSTON AVE,60630,790
7-ELEVEN,2619 N CLARK ST,60614,791
CHILDREN'S CREATIVE CENTER,2046 W BELMONT AVE,60618,792
FAMILY DOLLAR STORE #7379,3428 BONNIE VIEW RD,75216,793
STARSHIP BAGEL,1520 ELM ST #107,75201,794
BABY SHARKS STEAK & LEMONADE INC,345 N CENTRAL AVE,60644,795
SUPER STAR & GYROS,1157-1159 W 47TH ST,60609,796
FRANCO'S RISTORANTE,300 W 31ST ST,60616,797
DUNKIN DONUTS,3132 W DEVON AVE,60659,798
JUST A DASH FOOD SERVICE,3663 S WABASH AVE,60653,799
"SMAKTAK, INC.",5961 N ELSTON AVE,60646,800
"Webster, Hansberry",4055 W Arthington  (900S),60624,801
JULES CAFE,4518 N KEDZIE AVE,60625,802
"NORTH STAR RESTAURANT, INC.",6246 N WESTERN AVE,60659,803
PRESENCE RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVE,60631,804
360 CHICAGO,875 N MICHIGAN AVE,60611,805
MAPLE LAWN SCHOOL,3120 INWOOD RD,75235,806
PERSHING ELEMENTARY SCHOOL,5717 MEADERS LN,75229,807
EIGHT BELLS ALEHOUSE,831 EXPOSITION AVE #C,75226,808
ATRIO BAR,2727 N STEMMONS FRWY,75207,809
SHELL/KWIK MART/POPEYES,9540 LAKE JUNE RD,75217,810
EL REMATE DISCOUNT CHICAGO,5719-5725 W DIVERSEY AVE,60639,811
SBARRO'S,1717 W POLK ST,60612,812
BODY ENGERY CLUB - THE LOOP,200 W MONROE ST,60606,813
OLIVE GARDEN,3351 CANYON BLUFF BLVD,75238,814
GOSA TEA,2435 N CLARK ST,60614,815
GSB CAFE,5807 S WOODLAWN AVE,60637,816
VANILLE PATTISSERIE,131 N CLINTON ST,60661,817
THE BREW PODCAST LLC,7101 S YATES BLVD,60649,818
CENTERPLATE BBQ #11 - KIOSK,650 S GRIFFIN ST,75202,819
ST PHILIP SCHOOL,1600 PENNSYLVANIA AVE,75215,820
LOS ALAMOS,2157 S DAMEN AVE,60608,821
WING WAH CHINESE RESTAURANT II INC.,6452 W 63RD ST,60638,822
OMBUDSMAN,2401 W CONGRESS ST,60612,823
"BROTHER'S SUBMARINE & CHICKEN, INC.",1200 W 63RD ST,60636,824
"WARREN PARK HEALTH & LIVING CENTER, LLC",6700 N DAMEN AVE,60645,825
NEW NAAN ON DEVON & GRILL,2241 W DEVON AVE,60659,826
MANGO MANGO,2161 S CHINA PL,60616,827
MANCINAS INC.,3759 W 26TH ST,60623,828
UPTOWN RESTAURANT,1031 W WILSON AVE,60640,829
KWEI LIN CARRY-OUT,2057 E 95TH ST,60617,830
SUBWAY 7585,2620 N NARRAGANSETT AVE,60639,831
WONDER CHOP,2418 W FULLERTON AVE,60647,832
YOLK,340 N STATE ST,60654,833
LOCAL MARKET,2101 E 71ST ST,60649,834
PITA PIT,2404 N LINCOLN AVE,60614,835
"TLAYUDAS OAXACA GRILL 1, CORP",3652 W LAWRENCE AVE,60625,836
ARAMARK @ NORTH PARK,5145 N CHRISTIANA AVE,60625,837
HERRERAS CAFE #1,8014 HARRY HINES BLVD STE. A1,75235,838
